db_id,question
match_season,Count the number of different official languages corresponding to countries that players who play Defender are from.
match_season,"Show the season, the player, and the name of the team that players belong to."
match_season,"Who are the different players, what season do they play in, and what is the name of the team they are on?"
match_season,"Show the positions of the players from the team with name ""Ryley Goldner""."
match_season,Return the positions of players on the team Ryley Goldner.
match_season,"How many distinct colleges are associated with players from the team with name ""Columbus Crew""."
match_season,Count the number of different colleges that players who play for Columbus Crew are from.
match_season,"Show the players and years played for players from team ""Columbus Crew""."
match_season,"What are the players who played for Columbus Crew, and how many years did each play for?"
match_season,Show the position of players and the corresponding number of players.
match_season,How many players played each position?
match_season,Show the country names and the corresponding number of players.
match_season,How many players are from each country?
match_season,Return all players sorted by college in ascending alphabetical order.
match_season,"What are all the players who played in match season, sorted by college in ascending alphabetical order?"
match_season,Show the name of colleges that have at least two players.
match_season,What are the names of all colleges that have two or more players?
match_season,Show the name of colleges that have at least two players in descending alphabetical order.
match_season,"What are the names of colleges that have two or more players, listed in descending alphabetical order?"
climbing,How many climbers are there?
climbing,Count the number of climbers.
climbing,List the names of climbers in descending order of points.
climbing,"What are the names of the climbers, ordered by points descending?"
climbing,List the names of climbers whose country is not Switzerland.
climbing,What are the names of climbers who are not from the country of Switzerland?
climbing,What is the maximum point for climbers whose country is United Kingdom?
climbing,Return the maximum number of points for climbers from the United Kingdom.
climbing,How many distinct countries are the climbers from?
climbing,Count the number of different countries that climbers are from.
climbing,What are the names of mountains in ascending alphabetical order?
climbing,Give the names of mountains in alphabetical order.
climbing,What are the countries of mountains with height bigger than 5000?
climbing,Return the countries of the mountains that have a height larger than 5000.
climbing,What is the name of the highest mountain?
climbing,Return the name of the mountain with the greatest height.
climbing,List the distinct ranges of the mountains with the top 3 prominence.
climbing,What are the different ranges of the 3 mountains with the highest prominence?
climbing,Show names of climbers and the names of mountains they climb.
climbing,What are the names of climbers and the corresponding names of mountains that they climb?
climbing,Show the names of climbers and the heights of mountains they climb.
climbing,What are the names of climbers and the corresponding heights of the mountains that they climb?
climbing,"Show the distinct names of mountains climbed by climbers from country ""West Germany""."
climbing,What are the different names of mountains ascended by climbers from the country of West Germany?
climbing,Show the times used by climbers to climb mountains in Country Uganda.
climbing,What are the times used by climbers who climbed mountains in the country of Uganda?
climbing,Please show the countries and the number of climbers from each country.
climbing,How many climbers are from each country?
climbing,List the countries that have more than one mountain.
climbing,Which countries have more than one mountain?
climbing,Show the names of mountains with height more than 5000 or prominence more than 1000.
climbing,What are the names of mountains that have a height of over 5000 or a prominence of over 1000?
body_builder,How many body builders are there?
body_builder,List the total scores of body builders in ascending order.
body_builder,List the snatch score and clean jerk score of body builders in ascending order of snatch score.
body_builder,What is the average snatch score of body builders?
body_builder,What are the clean and jerk score of the body builder with the highest total score?
body_builder,What are the birthdays of people in ascending order of height?
body_builder,What are the names of body builders?
body_builder,What are the names of body builders whose total score is higher than 300?
body_builder,What are the heights of body builders with total score smaller than 315?
body_builder,What is the average total score of body builders with height bigger than 200?
body_builder,What are the names of body builders in descending order of total scores?
body_builder,List each birth place along with the number of people from there.
body_builder,What are the birth places that are shared by at least two people?
body_builder,List the height and weight of people in descending order of height.
body_builder,Show all information about each body builder.
body_builder,How many distinct birth places are there?
body_builder,What is the minimum snatch score?
election_representative,How many elections are there?
election_representative,List the votes of elections in descending order.
election_representative,List the dates and vote percents of elections.
election_representative,What are the minimum and maximum vote percents of elections?
election_representative,What are the names and parties of representatives?
election_representative,"What are the names of representatives whose party is not ""Republican""?"
election_representative,What are the life spans of representatives from New York state or Indiana state?
election_representative,What are the names of representatives and the dates of elections they participated in.
election_representative,What are the names of representatives with more than 10000 votes in election?
election_representative,What are the names of representatives in descending order of votes?
election_representative,What are the lifespans of representatives in descending order of vote percent?
election_representative,"What is the average number of votes of representatives from party ""Republican""?"
election_representative,What are the different parties of representative? Show the party name and the number of representatives in each party.
election_representative,What parties have at least three representatives?
election_representative,What states have at least two representatives?
election_representative,How many distinct parties are there for representatives?
apartment_rentals,How many apartment bookings are there in total?
apartment_rentals,Count the total number of apartment bookings.
apartment_rentals,Show the start dates and end dates of all the apartment bookings.
apartment_rentals,What are the start date and end date of each apartment booking?
apartment_rentals,Show all distinct building descriptions.
apartment_rentals,Give me a list of all the distinct building descriptions.
apartment_rentals,"Show the short names of the buildings managed by ""Emma""."
apartment_rentals,"Which buildings does ""Emma"" manage? Give me the short names of the buildings."
apartment_rentals,"Show the addresses and phones of all the buildings managed by ""Brenden""."
apartment_rentals,"What are the address and phone number of the buildings managed by ""Brenden""?"
apartment_rentals,"What are the building full names that contain the word ""court""?"
apartment_rentals,"Find all the building full names containing the word ""court""."
apartment_rentals,What is the minimum and maximum number of bathrooms of all the apartments?
apartment_rentals,Give me the minimum and maximum bathroom count among all the apartments.
apartment_rentals,What is the average number of bedrooms of all apartments?
apartment_rentals,Find the average number of bedrooms of all the apartments.
apartment_rentals,Return the apartment number and the number of rooms for each apartment.
apartment_rentals,What are the apartment number and the room count of each apartment?
apartment_rentals,"What is the average number of rooms of apartments with type code ""Studio""?"
apartment_rentals,"Find the average room count of the apartments that have the ""Studio"" type code."
apartment_rentals,"Return the apartment numbers of the apartments with type code ""Flat""."
apartment_rentals,"Which apartments have type code ""Flat""? Give me their apartment numbers."
apartment_rentals,Return the first names and last names of all guests
apartment_rentals,What are the first names and last names of all the guests?
apartment_rentals,"Return the date of birth for all the guests with gender code ""Male""."
apartment_rentals,"What are dates of birth of all the guests whose gender is ""Male""?"
apartment_rentals,"Show the apartment numbers, start dates, and end dates of all the apartment bookings."
apartment_rentals,"What are the apartment number, start date, and end date of each apartment booking?"
apartment_rentals,"What are the booking start and end dates of the apartments with type code ""Duplex""?"
apartment_rentals,"Return the booking start date and end date for the apartments that have type code ""Duplex""."
apartment_rentals,What are the booking start and end dates of the apartments with more than 2 bedrooms?
apartment_rentals,Find the booking start date and end date for the apartments that have more than two bedrooms.
apartment_rentals,"What is the booking status code of the apartment with apartment number ""Suite 634""?"
apartment_rentals,"Tell me the booking status code for the apartment with number ""Suite 634""."
apartment_rentals,"Show the distinct apartment numbers of the apartments that have bookings with status code ""Confirmed""."
apartment_rentals,"Which apartments have bookings with status code ""Confirmed""? Return their apartment numbers."
apartment_rentals,"Show the average room count of the apartments that have booking status code ""Provisional""."
apartment_rentals,"What is the average room count of the apartments whose booking status code is ""Provisional""?"
apartment_rentals,"Show the guest first names, start dates, and end dates of all the apartment bookings."
apartment_rentals,"What are the guest first name, start date, and end date of each apartment booking?"
apartment_rentals,"Show the start dates and end dates of all the apartment bookings made by guests with gender code ""Female""."
apartment_rentals,"What are the start date and end date of the apartment bookings made by female guests (gender code ""Female"")?"
apartment_rentals,"Show the first names and last names of all the guests that have apartment bookings with status code ""Confirmed""."
apartment_rentals,"Which guests have apartment bookings with status code ""Confirmed""? Return their first names and last names."
apartment_rentals,Show the facility codes of apartments with more than 4 bedrooms.
apartment_rentals,What are the facility codes of the apartments with more than four bedrooms?
apartment_rentals,"Show the total number of rooms of all apartments with facility code ""Gym""."
apartment_rentals,"Find the total number of rooms in the apartments that have facility code ""Gym""."
apartment_rentals,"Show the total number of rooms of the apartments in the building with short name ""Columbus Square""."
apartment_rentals,"How many rooms in total are there in the apartments in the building with short name ""Columbus Square""?"
apartment_rentals,Show the addresses of the buildings that have apartments with more than 2 bathrooms.
apartment_rentals,Which buildings have apartments that have more than two bathrooms? Give me the addresses of the buildings.
apartment_rentals,"Show the apartment type codes and apartment numbers in the buildings managed by ""Kyle""."
apartment_rentals,"What apartment type codes and apartment numbers do the buildings managed by ""Kyle"" have?"
apartment_rentals,Show the booking status code and the corresponding number of bookings.
apartment_rentals,How many bookings does each booking status have? List the booking status code and the number of corresponding bookings.
apartment_rentals,Return all the apartment numbers sorted by the room count in ascending order.
apartment_rentals,Sort the apartment numbers in ascending order of room count.
apartment_rentals,Return the apartment number with the largest number of bedrooms.
apartment_rentals,What is the apartment number of the apartment with the most beds?
apartment_rentals,"Show each apartment type code, and the maximum and minimum number of rooms for each type."
apartment_rentals,Return each apartment type code along with the maximum and minimum number of rooms among each type.
game_injury,How many games are held after season 2007?
game_injury,List the dates of games by the home team name in descending order.
game_injury,"List the season, home team, away team of all the games."
game_injury,"What are the maximum, minimum and average home games each stadium held?"
game_injury,What is the average attendance of stadiums with capacity percentage higher than 100%?
game_injury,"What are the player name, number of matches, and information source for players who do not suffer from injury of 'Knee problem'?"
game_injury,What is the season of the game which causes the player 'Walter Samuel' to get injured?
game_injury,"What are the ids, scores, and dates of the games which caused at least two injury accidents?"
game_injury,How many different kinds of information sources are there for injury accidents?
game_injury,How many distinct kinds of injuries happened after season 2010?
game_injury,"Which stadium name contains the substring ""Bank""?"
game_injury,How many games has each stadium held?
game_injury,"For each injury accident, find the date of the game and the name of the injured player in the game, and sort the results in descending order of game season."
soccer_1,List all country and league names.
soccer_1,How many leagues are there in England?
soccer_1,What is the average weight of all players?
soccer_1,What is the maximum and minimum height of all players?
soccer_1,List the names of all players who have a crossing score higher than 90 and prefer their right foot.
soccer_1,List the names of all left-footed players who have overall rating between 85 and 90.
soccer_1,What is the average rating for right-footed players and left-footed players?
soccer_1,"Of all players with an overall rating greater than 80, how many are right-footed and left-footed?"
performance_attendance,How many performances are there?
performance_attendance,List the hosts of performances in ascending order of attendance.
performance_attendance,What are the dates and locations of performances?
performance_attendance,"Show the attendances of the performances at location ""TD Garden"" or ""Bell Centre"""
performance_attendance,What is the average number of attendees for performances?
performance_attendance,What is the date of the performance with the highest number of attendees?
performance_attendance,Show different locations and the number of performances at each location.
performance_attendance,Show the locations that have at least two performances.
performance_attendance,Show the names of members and the location of the performances they attended.
college_2,Find the buildings which have rooms with capacity more than 50.
college_2,What are the distinct buildings with capacities of greater than 50?
college_2,Count the number of rooms that are not in the Lamberton building.
college_2,How many classrooms are not in Lamberton?
college_2,Find the room number of the rooms which can sit 50 to 100 students and their buildings.
college_2,What are the room numbers and corresponding buildings for classrooms which can seat between 50 to 100 students?
college_2,Find the name and building of the department with the highest budget.
college_2,What is the department name and corresponding building for the department with the greatest budget?
college_2,How many rooms does the Lamberton building have?
college_2,Count the number of classrooms in Lamberton.
college_2,How many students have advisors?
college_2,Count the number of students who have advisors.
college_2,How many departments offer courses?
college_2,Count the number of departments which offer courses.
college_2,How many different courses offered by Physics department?
college_2,Count the number of courses in the Physics department.
college_2,Find the title of courses that have two prerequisites?
college_2,What are the titles for courses with two prerequisites?
college_2,"Find the title, credit, and department name of courses that have more than one prerequisites?"
college_2,"What is the title, credit value, and department name for courses with more than one prerequisite?"
college_2,How many different instructors have taught some course?
college_2,Count the number of distinct instructors who have taught a course.
college_2,Find the total budgets of the Marketing or Finance department.
college_2,What is the sum of budgets of the Marketing and Finance departments?
college_2,Find the department name of the instructor whose name contains 'Soisalon'.
college_2,What is the name of the department with an instructure who has a name like 'Soisalon'?
college_2,How many rooms whose capacity is less than 50 does the Lamberton building have?
college_2,Count the number of rooms in Lamberton with capacity lower than 50.
college_2,List the names of all courses ordered by their titles and credits.
college_2,"Given the titles of all courses, in order of titles and credits."
college_2,Which department has the lowest budget?
college_2,Give the name of the department with the lowest budget.
college_2,List the names and buildings of all departments sorted by the budget from large to small.
college_2,"What are the names and buildings of the deparments, sorted by budget descending?"
college_2,Who is the instructor with the highest salary?
college_2,Give the name of the highest paid instructor.
college_2,List the information of all instructors ordered by their salary in ascending order.
college_2,"Give all information regarding instructors, in order of salary from least to greatest."
college_2,Find the name of the students and their department names sorted by their total credits in ascending order.
college_2,"What are the names of students and their respective departments, ordered by number of credits from least to greatest?"
college_2,Find the name of instructors who are advising more than one student.
college_2,What are the names of instructors who advise more than one student?
college_2,Find the name of the students who have more than one advisor?
college_2,What are the names of students who have more than one advisor?
college_2,Find the number of rooms with more than 50 capacity for each building.
college_2,How many rooms in each building have a capacity of over 50?
college_2,Find the maximum and average capacity among rooms in each building.
college_2,What are the greatest and average capacity for rooms in each building?
college_2,Find the title of the course that is offered by more than one department.
college_2,What are the titles of courses that are offered in more than one department?
college_2,Find the total credits of courses provided by different department.
college_2,How many total credits are offered by each department?
college_2,Find the number of courses provided in each semester and year.
college_2,How many courses are provided in each semester and year?
college_2,Find the total number of students in each department.
college_2,How many students are in each department?
college_2,What is the id of the instructor who advises of all students from History department?
college_2,Give id of the instructor who advises students in the History department.
college_2,What is the title of the course that was offered at building Chandler during the fall semester in the year of 2010?
college_2,Give the title of the course offered in Chandler during the Fall of 2010.
college_2,Find the names of all instructors in computer science department
college_2,What are the names of all instructors in the Comp. Sci. department?
college_2,Find the names of all instructors in Comp. Sci. department with salary > 80000.
college_2,What are the names of the instructors in the Comp. Sci. department who earn more than 80000?
college_2,Find the names of all instructors who have taught some course and the course_id.
college_2,"What are the names of all instructors who have taught a course, as well as the corresponding course id?"
college_2,Find the names of all instructors in the Art department who have taught some course and the course_id.
college_2,"What are the names of Art instructors who have taught a course, and the corresponding course id?"
college_2,Find the names of all instructors whose name includes the substring “dar”.
college_2,"What are the names of all instructors with names that include ""dar""?"
college_2,List in alphabetic order the names of all distinct instructors.
college_2,"List the distinct names of the instructors, ordered by name."
college_2,Find the total number of instructors who teach a course in the Spring 2010 semester.
college_2,How many instructors teach a course in the Spring of 2010?
college_2,Find the names and average salaries of all departments whose average salary is greater than 42000.
college_2,What are the names and average salaries for departments with average salary higher than 42000?
debate,How many debates are there?
debate,List the venues of debates in ascending order of the number of audience.
debate,What are the date and venue of each debate?
debate,List the dates of debates with number of audience bigger than 150
debate,Show the names of people aged either 35 or 36.
debate,What is the party of the youngest people?
debate,Show different parties of people along with the number of people in each party.
debate,Show the distinct venues of debates
debate,"Show the names of people, and dates and venues of debates they are on the affirmative side."
debate,Show the names of people and the number of times they have been on the affirmative side of debates.
debate,Show the names of people who have been on the negative side of debates at least twice.
insurance_and_eClaims,List the names of all the customers in alphabetical order.
insurance_and_eClaims,Sort the customer names in alphabetical order.
insurance_and_eClaims,"Find all the policy type codes associated with the customer ""Dayana Robel"""
insurance_and_eClaims,"What are the type codes of the policies used by the customer ""Dayana Robel""?"
insurance_and_eClaims,Find all the policy types that are used by more than 2 customers.
insurance_and_eClaims,Which types of policy are chosen by more than 2 customers? Give me the policy type codes.
insurance_and_eClaims,Find the total and average amount paid in claim headers.
insurance_and_eClaims,What are the total amount and average amount paid in claim headers?
insurance_and_eClaims,How many claim processing stages are there in total?
insurance_and_eClaims,Find the number of distinct stages in claim processing.
insurance_and_eClaims,"Find the names of customers whose name contains ""Diana""."
insurance_and_eClaims,"Which customers have the substring ""Diana"" in their names? Return the customer details."
insurance_and_eClaims,Find the names of the customers who have an deputy policy.
insurance_and_eClaims,"Which customers have an insurance policy with the type code ""Deputy""? Give me the customer details."
insurance_and_eClaims,Find the number of records of each policy type and its type code.
insurance_and_eClaims,"For each policy type, return its type code and its count in the record."
insurance_and_eClaims,"What is the description of the claim status ""Open""?"
insurance_and_eClaims,"Find the description of the claim status ""Open""."
insurance_and_eClaims,How many distinct claim outcome codes are there?
insurance_and_eClaims,Count the number of distinct claim outcome codes.
customers_and_invoices,Show the number of accounts.
customers_and_invoices,How many accounts are there?
customers_and_invoices,How many customers have opened an account?
customers_and_invoices,Count the number of customers who have an account.
customers_and_invoices,"Show the id, the date of account opened, the account name, and other account detail for all accounts."
customers_and_invoices,"What are the ids, date opened, name, and other details for all accounts?"
customers_and_invoices,"Show the id, the account name, and other account details for all accounts by the customer with first name 'Meaghan'."
customers_and_invoices,"What are the ids, names, dates of opening, and other details for accounts corresponding to the customer with the first name ""Meaghan""?"
customers_and_invoices,Show the first name and last name for the customer with account name 900.
customers_and_invoices,What are the full names of customers with the account name 900?
customers_and_invoices,"Show the unique first names, last names, and phone numbers for all customers with any account."
customers_and_invoices,"What are the distinct first names, last names, and phone numbers for customers with accounts?"
customers_and_invoices,How many accounts does each customer have? List the number and customer id.
customers_and_invoices,Count the number of accounts corresponding to each customer id.
customers_and_invoices,"Show id, first name and last name for all customers and the number of accounts."
customers_and_invoices,"What are the the full names and ids for all customers, and how many accounts does each have?"
customers_and_invoices,Show first name and id for all customers with at least 2 accounts.
customers_and_invoices,What are the first names and ids for customers who have two or more accounts?
customers_and_invoices,Show the number of customers.
customers_and_invoices,Count the number of customers.
customers_and_invoices,Show the number of customers for each gender.
customers_and_invoices,How many customers are there of each gender?
customers_and_invoices,How many transactions do we have?
customers_and_invoices,Count the number of transactions.
customers_and_invoices,How many transaction does each account have? Show the number and account id.
customers_and_invoices,Count the number of financial transactions that correspond to each account id.
customers_and_invoices,How many transaction does account with name 337 have?
customers_and_invoices,Count the number of financial transactions that the account with the name 337 has.
customers_and_invoices,"What is the average, minimum, maximum, and total transaction amount?"
customers_and_invoices,"Return the average, minimum, maximum, and total transaction amounts."
customers_and_invoices,Show the transaction types and the total amount of transactions.
customers_and_invoices,What are total transaction amounts for each transaction type?
customers_and_invoices,"Show the account name, id and the number of transactions for each account."
customers_and_invoices,"Return the names and ids of each account, as well as the number of transactions."
customers_and_invoices,Show the account id and name with at least 4 transactions.
customers_and_invoices,What are the ids and names of accounts with 4 or more transactions?
customers_and_invoices,Show all product sizes.
customers_and_invoices,What are the different product sizes?
customers_and_invoices,Show all product colors.
customers_and_invoices,What are the different product colors?
customers_and_invoices,Show the invoice number and the number of transactions for each invoice.
customers_and_invoices,How many transactions correspond to each invoice number?
customers_and_invoices,How many invoices do we have?
customers_and_invoices,Count the number of invoices.
customers_and_invoices,Show invoice dates and order id and details for all invoices.
customers_and_invoices,"What are the invoice dates, order ids, and order details for all invoices?"
customers_and_invoices,Show the order ids and the number of invoices for each order.
customers_and_invoices,How many invoices correspond to each order id?
customers_and_invoices,What is the order id and order details for the order more than two invoices.
customers_and_invoices,Return the order ids and details for orderes with two or more invoices.
customers_and_invoices,Show all product names and the total quantity ordered for each product name.
customers_and_invoices,"What are the different product names, and what is the sum of quantity ordered for each product?"
customers_and_invoices,Show the order ids and the number of items in each order.
customers_and_invoices,How many order items correspond to each order id?
customers_and_invoices,Show the product ids and the number of unique orders containing each product.
customers_and_invoices,How many distinct order ids correspond to each product?
customers_and_invoices,Show order ids and the number of products in each order.
customers_and_invoices,How many different products correspond to each order id?
customers_and_invoices,Show order ids and the total quantity in each order.
customers_and_invoices,"Give the order ids for all orders, as well as the total product quantity in each."
wedding,How many churches opened before 1850 are there?
wedding,"Show the name, open date, and organizer for all churches."
wedding,List all church names in descending order of opening date.
wedding,Show the opening year in whcih at least two churches opened.
wedding,Show the organizer and name for churches that opened between 1830 and 1840.
wedding,Show all opening years and the number of churches that opened in that year.
wedding,Show the name and opening year for three churches that opened most recently.
wedding,How many female people are older than 30 in our record?
wedding,"Show the minimum, maximum, and average age for all people."
wedding,Show all church names that have hosted least two weddings.
wedding,Show the names for all females from Canada having a wedding in year 2016.
wedding,How many weddings are there in year 2016?
wedding,Show all countries and the number of people from each country.
wedding,How many churches have a wedding in year 2016?
theme_gallery,How many artists do we have?
theme_gallery,Count the number of artists.
theme_gallery,"Show all artist name, age, and country ordered by the yeared they joined."
theme_gallery,"What are the names, ages, and countries of artists, sorted by the year they joined?"
theme_gallery,What are all distinct country for artists?
theme_gallery,Return the different countries for artists.
theme_gallery,Show all artist names and the year joined who are not from United States.
theme_gallery,"What are the names and year of joining for artists that do not have the country ""United States""?"
theme_gallery,How many artists are above age 46 and joined after 1990?
theme_gallery,Count the number of artists who are older than 46 and joined after 1990.
theme_gallery,What is the average and minimum age of all artists from United States.
theme_gallery,Return the average and minimum ages across artists from the United States.
theme_gallery,What is the name of the artist who joined latest?
theme_gallery,Return the name of the artist who has the latest join year.
theme_gallery,How many exhibition are there in year 2005 or after?
theme_gallery,Count the number of exhibitions that happened in or after 2005.
theme_gallery,Show theme and year for all exhibitions with ticket prices lower than 15.
theme_gallery,What are the theme and year for all exhibitions that have a ticket price under 15?
theme_gallery,Show all artist names and the number of exhibitions for each artist.
theme_gallery,How many exhibitions has each artist had?
theme_gallery,"Show the average, minimum, and maximum ticket prices for exhibitions for all years before 2009."
theme_gallery,"What are the average, minimum, and maximum ticket prices for exhibitions that happened prior to 2009?"
theme_gallery,Show theme and year for all exhibitions in an descending order of ticket price.
theme_gallery,"What are the themes and years for exhibitions, sorted by ticket price descending?"
theme_gallery,"What is the theme, date, and attendance for the exhibition in year 2004?"
theme_gallery,"Return the themes, dates, and attendance for exhibitions that happened in 2004."
epinions_1,"Find the id of the item whose title is ""orange""."
epinions_1,List all information in the item table.
epinions_1,Find the number of reviews.
epinions_1,How many users are there?
epinions_1,Find the average and maximum rating of all reviews.
epinions_1,Find the highest rank of all reviews.
epinions_1,How many different users wrote some reviews?
epinions_1,How many different items were reviewed by some users?
epinions_1,Find the names of goods that receive a rating of 10.
epinions_1,Find the titles of items that received any rating below 5.
epinions_1,List the titles of all items in alphabetic order .
epinions_1,"For each user, return the name and the average rating of reviews given by them."
epinions_1,"For each user, find their name and the number of reviews written by them."
epinions_1,Find each target user's name and average trust score.
riding_club,How many players are there?
riding_club,List the names of players in ascending order of votes.
riding_club,What are the gender and occupation of players?
riding_club,"List the name and residence for players whose occupation is not ""Researcher""."
riding_club,"Show the names of sponsors of players whose residence is either ""Brandon"" or ""Birtle""."
riding_club,What is the name of the player with the largest number of votes?
riding_club,Show different occupations along with the number of players in each occupation.
riding_club,Show the residences that have at least two players.
riding_club,Show the names of players and names of their coaches.
riding_club,"How many coaches does each club has? List the club id, name and the number of coaches."
gymnast,How many gymnasts are there?
gymnast,Count the number of gymnasts.
gymnast,List the total points of gymnasts in descending order.
gymnast,"What are the total points for all gymnasts, ordered by total points descending?"
gymnast,List the total points of gymnasts in descending order of floor exercise points.
gymnast,"What are the total points of gymnasts, ordered by their floor exercise points descending?"
gymnast,What is the average horizontal bar points for all gymnasts?
gymnast,Return the average horizontal bar points across all gymnasts.
gymnast,What are the names of people in ascending alphabetical order?
gymnast,"Return the names of people, ordered alphabetically."
gymnast,What are the names of gymnasts?
gymnast,Return the names of the gymnasts.
gymnast,"What are the names of gymnasts whose hometown is not ""Santo Domingo""?"
gymnast,Return the names of gymnasts who did not grow up in Santo Domingo.
gymnast,What is the age of the tallest person?
gymnast,Return the age of the person with the greatest height.
gymnast,List the names of the top 5 oldest people.
gymnast,What are the names of the five oldest people?
gymnast,What is the average age of all gymnasts?
gymnast,Return the average age across all gymnasts.
gymnast,What are the distinct hometowns of gymnasts with total points more than 57.5?
gymnast,Give the different hometowns of gymnasts that have a total point score of above 57.5.
gymnast,What are the hometowns of gymnasts and the corresponding number of gymnasts?
gymnast,How many gymnasts are from each hometown?
gymnast,What are the hometowns that are shared by at least two gymnasts?
gymnast,Give the hometowns from which two or more gymnasts are from.
gymnast,List the names of gymnasts in ascending order by their heights.
gymnast,"What are the names of gymnasts, ordered by their heights ascending?"
gymnast,How many distinct hometowns did these people have?
gymnast,Count the number of different hometowns of these people.
gymnast,Show the ages of gymnasts in descending order of total points.
gymnast,"What are the ages of the gymnasts, ordered descending by their total points?"
small_bank_1,Find the total savings balance of all accounts except the account with name ‘Brown’.
small_bank_1,What is the total balance of savings accounts not belonging to someone with the name Brown?
small_bank_1,How many accounts are there in total?
small_bank_1,Count the number of accounts.
small_bank_1,What is the total checking balance in all accounts?
small_bank_1,Find the total balance across checking accounts.
small_bank_1,Find the average checking balance.
small_bank_1,What is the average balance in checking accounts?
small_bank_1,List all customers’ names in the alphabetical order.
small_bank_1,What are the names of all the customers in alphabetical order?
small_bank_1,Find the number of checking accounts for each account name.
small_bank_1,"What are the names of customers with accounts, and how many checking accounts do each of them have?"
small_bank_1,Find the total saving balance for each account name.
small_bank_1,"What are the names of customers with accounts, and what are the total savings balances for each?"
small_bank_1,Find the total checking and saving balance of all accounts sorted by the total balance in ascending order.
small_bank_1,"What is the sum of checking and savings balances for all customers, ordered by the total balance?"
small_bank_1,"Find the name, checking balance and saving balance of all accounts in the bank."
small_bank_1,"What are the names, checking balances, and savings balances for all customers?"
browser_web,How many main stream browsers whose market share is at least 5 exist?
browser_web,List the name of browsers in descending order by market share.
browser_web,"List the ids, names and market shares of all browsers."
browser_web,"What is the maximum, minimum and average market share of the listed browsers?"
browser_web,What is the id and market share of the browser Safari?
browser_web,What are the name and os of web client accelerators that do not work with only a 'Broadband' type connection?
browser_web,What are the ids and names of the web accelerators that are compatible with two or more browsers?
browser_web,How many different kinds of clients are supported by the web clients accelerators?
browser_web,"Which accelerator name contains substring ""Opera""?"
browser_web,Find the number of web accelerators used for each Operating system.
wrestler,How many wrestlers are there?
wrestler,Count the number of wrestlers.
wrestler,List the names of wrestlers in descending order of days held.
wrestler,"What are the names of the wrestlers, ordered descending by days held?"
wrestler,What is the name of the wrestler with the fewest days held?
wrestler,Return the name of the wrestler who had the lowest number of days held.
wrestler,"What are the distinct reigns of wrestlers whose location is not ""Tokyo,Japan"" ?"
wrestler,"Give the different reigns of wrestlers who are not located in Tokyo, Japan."
wrestler,What are the names and location of the wrestlers?
wrestler,Give the names and locations of all wrestlers.
wrestler,"What are the elimination moves of wrestlers whose team is ""Team Orton""?"
wrestler,Return the elimination movies of wrestlers on Team Orton.
wrestler,What are the names of wrestlers and the elimination moves?
wrestler,Give the names of wrestlers and their elimination moves.
wrestler,List the names of wrestlers and the teams in elimination in descending order of days held.
wrestler,"What are the names of wrestlers and their teams in elimination, ordered descending by days held?"
wrestler,Show times of elimination of wrestlers with days held more than 50.
wrestler,What are the times of elimination for wrestlers with over 50 days held?
wrestler,Show different teams in eliminations and the number of eliminations from each team.
wrestler,How many eliminations did each team have?
wrestler,Show teams that have suffered more than three eliminations.
wrestler,Which teams had more than 3 eliminations?
wrestler,Show the reign and days held of wrestlers.
wrestler,What are the reigns and days held of all wrestlers?
wrestler,What are the names of wrestlers days held less than 100?
wrestler,Return the names of wrestlers with fewer than 100 days held.
wrestler,List the locations that are shared by more than two wrestlers.
wrestler,Which locations are shared by more than two wrestlers?
wrestler,What is the number of distinct teams that suffer elimination?
wrestler,How many different teams have had eliminated wrestlers?
wrestler,"Show the times of elimination by ""Punk"" or ""Orton""."
wrestler,What are the times of elimination for any instances in which the elimination was done by Punk or Orton?
school_finance,How many schools are there?
school_finance,Count the number of schools.
school_finance,Show all school names in alphabetical order.
school_finance,"List the name, location, mascot for all schools."
school_finance,What are the total and average enrollment of all schools?
school_finance,List the name of the school with the smallest enrollment.
school_finance,"Show the average, maximum, minimum enrollment of all schools."
school_finance,Show each county along with the number of schools and total enrollment in each county.
school_finance,"How many donors have endowment for school named ""Glenn""?"
school_finance,List all the names of schools with an endowment amount smaller than or equal to 10.
school_finance,List the amount and donor name for the largest amount of donation.
school_finance,How many budgets are above 3000 in year 2001 or before?
school_finance,Count the number of budgets in year 2001 or before whose budgeted amount is greater than 3000
school_finance,"Show each school name, its budgeted amount, and invested amount in year 2002 or after."
school_finance,Show all donor names.
school_finance,How many budget record has a budget amount smaller than the invested amount?
school_finance,"What is the total budget amount for school ""Glenn"" in all years?"
school_finance,Find the number of schools that have more than one donator whose donation amount is less than 8.5.
protein_institute,How many buildings are there?
protein_institute,"Show the name, street address, and number of floors for all buildings ordered by the number of floors."
protein_institute,What is the name of the tallest building?
protein_institute,"What are the average, maximum, and minimum number of floors for all buildings?"
protein_institute,List the names of buildings with at least 200 feet of height and with at least 20 floors.
protein_institute,"Show the names and locations of institutions that are founded after 1990 and have the type ""Private""."
protein_institute,"Show institution types, along with the number of institutions and total enrollment for each type."
protein_institute,Show the institution type with an institution founded after 1990 and an institution with at least 1000 enrollment.
protein_institute,"For each building, show the name of the building and the number of institutions in it."
protein_institute,Show all the distinct institution types.
protein_institute,Show institution names along with the number of proteins for each institution.
protein_institute,Show the protein name and the institution name.
cinema,How many cinema do we have?
cinema,Count the number of cinemas.
cinema,"Show name, opening year, and capacity for each cinema."
